Entry	Length
A0A2T3ZWS7	588
A0A2T4ARC5	996
A0A2T3ZZN7	382
A0A2T4A675	297
A0A2T4ATT9	216
A0A2T3ZYX2	212
A0A2T4ATM1	796
A0A2T4ANH0	834
A0A2T4ARK6	501
A0A2T4A644	422
A0A2T4AMC2	509
A0A2T4A3K6	649
A0A2T4ATY5	204
A0A2T4A794	687
A0A2T4ADP4	220
A0A2T4AIB4	417
A0A2T4APH7	2553
A0A2T4APN2	533
A0A2T3ZT40	745
A0A2T4AW10	1540
A0A2T4AIM3	1243
A0A2T3ZV52	300
A0A2T4AHR8	806
A0A2T4A6Y5	378
A0A2T4APM3	2022
A0A2T4A7P5	195
A0A2T3ZTQ7	634
A0A2T4AHT7	646
A0A2T4ANW6	717
A0A2T3ZXX3	338
A0A2T3ZSQ8	995
A0A2T4ASP6	1115
A0A2T4ACN3	424
A0A2T3ZTT6	508
A0A2T4AQM2	1224
A0A2T3ZYS4	382
A0A2T3ZWG2	483
A0A2T3ZYR0	277
A0A2T3ZSY6	803
A0A2T4AE14	603
A0A2T3ZU30	427
A0A2T4A6R2	635
A0A2T4A420	1027
A0A2T3ZXH0	170
A0A2T4A079	118
A0A2T3ZYK6	433
A0A2T4AS65	476
A0A2T4ARJ9	696
A0A2T4A526	379
A0A2T4ANZ6	522
A0A2T4A6S7	508
A0A2T4AD80	1345
A0A2T4AV23	214
A0A2T3ZZ51	468
A0A2T4A386	383
A0A2T4AE34	629
A0A2T4AJ74	819
A0A2T4ADR9	1091
A0A2T4A9N1	265
A0A2T4AC73	511
A0A2T4A9E4	955
A0A2T4APL4	1381
A0A2T4A238	738
A0A2T4AGA5	585
A0A2T4APK4	761
A0A2T4AUQ3	496
A0A2T4AK14	805
A0A2T3ZZA7	634
A0A2T3ZZ23	145
A0A2T4AFV1	1618
A0A2T4AJQ1	202
A0A2T4AVC3	307
A0A2T4ACG4	1173
A0A2T4APM1	380
A0A2T3ZXW9	1211
A0A2T3ZU44	807
A0A2T4AE02	701
A0A2T4AVC2	319
A0A2T4A032	735
A0A2T4AEH8	534
A0A2T4AI53	490
A0A2T3ZVP6	844
A0A2T3ZWK2	562
A0A2T4AG85	388
A0A2T4AMF8	272
A0A2T4ATI9	702
A0A2T4AHF9	887
A0A2T4A965	1233
A0A2T4AHH0	360
A0A2T4AJN0	593
A0A2T4A0A6	615
A0A2T4AIQ5	269
A0A2T4AAY4	712
A0A2T4AMK6	579
A0A2T4AVE5	565
A0A2T4AAU4	808
A0A2T4ANT7	672
A0A2T4AIX6	200
A0A2T4AU79	282
A0A2T4A3W1	194
A0A2T4ACM8	237
A0A2T4ACL1	1349
A0A2T4ASC2	958
A0A2T4A3L9	229
A0A2T4AF38	264
A0A2T3ZYI5	843
A0A2T4AQX3	670
A0A2T4A0C6	226
A0A2T4AR83	620
A0A2T3ZWY3	356
A0A2T4AE66	630
A0A2T4AJT9	187
A0A2T4AQJ4	1321
A0A2T3ZWE8	838
A0A2T4AV34	301
A0A2T4AGF2	1182
A0A2T4AC11	1415
A0A2T4AEH6	643
A0A2T4AB91	690
A0A2T4AR20	439
A0A2T4ATB2	1284
A0A2T3ZSR4	785
A0A2T4A9W7	281
A0A2T4AGY3	325
A0A2T4AV53	1020
A0A2T4AK41	887
A0A2T4AIX4	657
A0A2T4A0E5	316
A0A2T3ZUD8	468
A0A2T3ZW12	1157
A0A2T4AVG6	356
A0A2T3ZWB0	1142
A0A2T4ASA2	1122
A0A2T4AGR4	517
A0A2T4A183	755
A0A2T4AUS3	409
A0A2T4ATM8	203
A0A2T4A6V1	1061
A0A2T4AB02	216
A0A2T4A0L4	353
A0A2T4A7E8	206
A0A2T4AMK9	156
A0A2T4ATP7	682
A0A2T3ZT14	265
A0A2T4AT58	508
A0A2T4A6D7	467
A0A2T4A5Z7	738
A0A2T4A759	518
A0A2T4AC46	413
A0A2T4A5V7	287
A0A2T4ASL0	111
A0A2T4AM32	206
A0A2T3ZSZ8	456
A0A2T4ANH5	267
A0A2T4AFM2	334
A0A2T3ZSX4	330
A0A2T4A8X7	843
A0A2T4AKU6	256
A0A2T4A1T3	186
A0A2T4AHI0	512
A0A2T4ARX7	721
A0A2T4ALV5	453
A0A2T4AHD4	247
A0A2T4A387	370
A0A2T4A3Q4	908
A0A2T4AFH3	1412
A0A2T4AF13	267
A0A2T3ZZB6	630
A0A2T4ABL6	468
A0A2T4AGN4	1134
A0A2T4A4G7	207
A0A2T4AHH7	590
